description,title,code_block,python_version
"Updated module: unittest

The unittest module was greatly enhanced; many
new features were added.  Most of these features were implemented
by Michael Foord, unless otherwise noted.  The enhanced version of
the module is downloadable separately for use with Python versions 2.4 to 2.6,
packaged as the unittest2 package, from
https://pypi.org/project/unittest2.
When used from the command line, the module can automatically discover
tests.  It’s not as fancy as py.test or
nose, but provides a
simple way to run tests kept within a set of package directories.  For example,
the following command will search the test/ subdirectory for
any importable test files named test*.py:
python -m unittest discover -s test


Consult the unittest module documentation for more details.
(Developed in bpo-6001.)
The main() function supports some other new options:

-b or --buffer will buffer the standard output
and standard error streams during each test.  If the test passes,
any resulting output will be discarded; on failure, the buffered
output will be displayed.
-c or --catch will cause the control-C interrupt
to be handled more gracefully.  Instead of interrupting the test
process immediately, the currently running test will be completed
and then the partial results up to the interruption will be reported.
If you’re impatient, a second press of control-C will cause an immediate
interruption.
This control-C handler tries to avoid causing problems when the code
being tested or the tests being run have defined a signal handler of
their own, by noticing that a signal handler was already set and
calling it.  If this doesn’t work for you, there’s a
removeHandler() decorator that can be used to mark tests that
should have the control-C handling disabled.

-f or --failfast makes
test execution stop immediately when a test fails instead of
continuing to execute further tests.  (Suggested by Cliff Dyer and
implemented by Michael Foord; bpo-8074.)

The progress messages now show ‘x’ for expected failures
and ‘u’ for unexpected successes when run in verbose mode.
(Contributed by Benjamin Peterson.)
Test cases can raise the SkipTest exception to skip a
test (bpo-1034053).
The error messages for assertEqual(),
assertTrue(), and assertFalse()
failures now provide more information.  If you set the
longMessage attribute of your TestCase classes to
true, both the standard error message and any additional message you
provide will be printed for failures.  (Added by Michael Foord; bpo-5663.)
The assertRaises() method now
returns a context handler when called without providing a callable
object to run.  For example, you can write this:
with self.assertRaises(KeyError):
    {}['foo']


(Implemented by Antoine Pitrou; bpo-4444.)
Module- and class-level setup and teardown fixtures are now supported.
Modules can contain setUpModule() and tearDownModule()
functions.  Classes can have setUpClass() and
tearDownClass() methods that must be defined as class methods
(using @classmethod or equivalent).  These functions and
methods are invoked when the test runner switches to a test case in a
different module or class.
The methods addCleanup() and
doCleanups() were added.
addCleanup() lets you add cleanup functions that
will be called unconditionally (after setUp() if
setUp() fails, otherwise after tearDown()). This allows
for much simpler resource allocation and deallocation during tests
(bpo-5679).
A number of new methods were added that provide more specialized
tests.  Many of these methods were written by Google engineers
for use in their test suites; Gregory P. Smith, Michael Foord, and
GvR worked on merging them into Python’s version of unittest.

assertIsNone() and assertIsNotNone() take one
expression and verify that the result is or is not None.
assertIs() and assertIsNot()
take two values and check whether the two values evaluate to the same object or not.
(Added by Michael Foord; bpo-2578.)
assertIsInstance() and
assertNotIsInstance() check whether
the resulting object is an instance of a particular class, or of
one of a tuple of classes.  (Added by Georg Brandl; bpo-7031.)
assertGreater(), assertGreaterEqual(),
assertLess(), and assertLessEqual() compare
two quantities.
assertMultiLineEqual() compares two strings, and if they’re
not equal, displays a helpful comparison that highlights the
differences in the two strings.  This comparison is now used by
default when Unicode strings are compared with assertEqual().
assertRegexpMatches() and
assertNotRegexpMatches() checks whether the
first argument is a string matching or not matching the regular
expression provided as the second argument (bpo-8038).
assertRaisesRegexp() checks whether a particular exception
is raised, and then also checks that the string representation of
the exception matches the provided regular expression.
assertIn() and assertNotIn()
tests whether first is or is not in  second.
assertItemsEqual() tests whether two provided sequences
contain the same elements.
assertSetEqual() compares whether two sets are equal, and
only reports the differences between the sets in case of error.
Similarly, assertListEqual() and assertTupleEqual()
compare the specified types and explain any differences without necessarily
printing their full values; these methods are now used by default
when comparing lists and tuples using assertEqual().
More generally, assertSequenceEqual() compares two sequences
and can optionally check whether both sequences are of a
particular type.
assertDictEqual() compares two dictionaries and reports the
differences; it’s now used by default when you compare two dictionaries
using assertEqual().  assertDictContainsSubset() checks whether
all of the key/value pairs in first are found in second.
assertAlmostEqual() and assertNotAlmostEqual() test
whether first and second are approximately equal.  This method
can either round their difference to an optionally-specified number
of places (the default is 7) and compare it to zero, or require
the difference to be smaller than a supplied delta value.
loadTestsFromName() properly honors the
suiteClass attribute of
the TestLoader. (Fixed by Mark Roddy; bpo-6866.)
A new hook lets you extend the assertEqual() method to handle
new data types.  The addTypeEqualityFunc() method takes a type
object and a function. The function will be used when both of the
objects being compared are of the specified type.  This function
should compare the two objects and raise an exception if they don’t
match; it’s a good idea for the function to provide additional
information about why the two objects aren’t matching, much as the new
sequence comparison methods do.

unittest.main() now takes an optional exit argument.  If
false, main() doesn’t call sys.exit(), allowing
main() to be used from the interactive interpreter.
(Contributed by J. Pablo Fernández; bpo-3379.)
TestResult has new startTestRun() and
stopTestRun() methods that are called immediately before
and after a test run.  (Contributed by Robert Collins; bpo-5728.)
With all these changes, the unittest.py was becoming awkwardly
large, so the module was turned into a package and the code split into
several files (by Benjamin Peterson).  This doesn’t affect how the
module is imported or used.

See also

http://www.voidspace.org.uk/python/articles/unittest2.shtmlDescribes the new features, how to use them, and the
rationale for various design decisions.  (By Michael Foord.)",new-and-improved-modules - updated-module-unittest,"python -m unittest discover -s test
",2.7
,new-and-improved-modules - updated-module-unittest,"with self.assertRaises(KeyError):
    {}['foo']
",2.7
"Updated module: ElementTree 1.3

The version of the ElementTree library included with Python was updated to
version 1.3.  Some of the new features are:

The various parsing functions now take a parser keyword argument
giving an XMLParser instance that will
be used.  This makes it possible to override the file’s internal encoding:
p = ET.XMLParser(encoding='utf-8')
t = ET.XML(""""""<root/>"""""", parser=p)


Errors in parsing XML now raise a ParseError exception, whose
instances have a position attribute
containing a (line, column) tuple giving the location of the problem.

ElementTree’s code for converting trees to a string has been
significantly reworked, making it roughly twice as fast in many
cases.  The ElementTree.write()
and Element.write() methods now have a method parameter that can be
“xml” (the default), “html”, or “text”.  HTML mode will output empty
elements as <empty></empty> instead of <empty/>, and text
mode will skip over elements and only output the text chunks.  If
you set the tag attribute of an element to None but
leave its children in place, the element will be omitted when the
tree is written out, so you don’t need to do more extensive rearrangement
to remove a single element.
Namespace handling has also been improved.  All xmlns:<whatever>
declarations are now output on the root element, not scattered throughout
the resulting XML.  You can set the default namespace for a tree
by setting the default_namespace attribute and can
register new prefixes with register_namespace().  In XML mode,
you can use the true/false xml_declaration parameter to suppress the
XML declaration.

New Element method:
extend() appends the items from a
sequence to the element’s children.  Elements themselves behave like
sequences, so it’s easy to move children from one element to
another:
from xml.etree import ElementTree as ET

t = ET.XML(""""""<list>
  <item>1</item> <item>2</item>  <item>3</item>
</list>"""""")
new = ET.XML('<root/>')
new.extend(t)

# Outputs <root><item>1</item>...</root>
print ET.tostring(new)



New Element method:
iter() yields the children of the
element as a generator.  It’s also possible to write for child in
elem: to loop over an element’s children.  The existing method
getiterator() is now deprecated, as is getchildren()
which constructs and returns a list of children.
New Element method:
itertext() yields all chunks of
text that are descendants of the element.  For example:
t = ET.XML(""""""<list>
  <item>1</item> <item>2</item>  <item>3</item>
</list>"""""")

# Outputs ['\n  ', '1', ' ', '2', '  ', '3', '\n']
print list(t.itertext())



Deprecated: using an element as a Boolean (i.e., if elem:) would
return true if the element had any children, or false if there were
no children.  This behaviour is confusing – None is false, but
so is a childless element? – so it will now trigger a
FutureWarning.  In your code, you should be explicit: write
len(elem) != 0 if you’re interested in the number of children,
or elem is not None.

Fredrik Lundh develops ElementTree and produced the 1.3 version;
you can read his article describing 1.3 at
http://effbot.org/zone/elementtree-13-intro.htm.
Florent Xicluna updated the version included with
Python, after discussions on python-dev and in bpo-6472.)",new-and-improved-modules - updated-module-elementtree-1-3,"p = ET.XMLParser(encoding='utf-8')
t = ET.XML(""""""<root/>"""""", parser=p)
",2.7
,new-and-improved-modules - updated-module-elementtree-1-3,"from xml.etree import ElementTree as ET

t = ET.XML(""""""<list>
  <item>1</item> <item>2</item>  <item>3</item>
</list>"""""")
new = ET.XML('<root/>')
new.extend(t)

# Outputs <root><item>1</item>...</root>
print ET.tostring(new)
",2.7
,new-and-improved-modules - updated-module-elementtree-1-3,"t = ET.XML(""""""<list>
  <item>1</item> <item>2</item>  <item>3</item>
</list>"""""")

# Outputs ['\n  ', '1', ' ', '2', '  ', '3', '\n']
print list(t.itertext())
",2.7
"Capsules

Python 3.1 adds a new C datatype, PyCapsule, for providing a
C API to an extension module.  A capsule is essentially the holder of
a C void * pointer, and is made available as a module attribute; for
example, the socket module’s API is exposed as socket.CAPI,
and unicodedata exposes ucnhash_CAPI.  Other extensions
can import the module, access its dictionary to get the capsule
object, and then get the void * pointer, which will usually point
to an array of pointers to the module’s various API functions.
There is an existing data type already used for this,
PyCObject, but it doesn’t provide type safety.  Evil code
written in pure Python could cause a segmentation fault by taking a
PyCObject from module A and somehow substituting it for the
PyCObject in module B.   Capsules know their own name,
and getting the pointer requires providing the name:
void *vtable;

if (!PyCapsule_IsValid(capsule, ""mymodule.CAPI"") {
        PyErr_SetString(PyExc_ValueError, ""argument type invalid"");
        return NULL;
}

vtable = PyCapsule_GetPointer(capsule, ""mymodule.CAPI"");


You are assured that vtable points to whatever you’re expecting.
If a different capsule was passed in, PyCapsule_IsValid() would
detect the mismatched name and return false.  Refer to
Providing a C API for an Extension Module for more information on using these objects.
Python 2.7 now uses capsules internally to provide various
extension-module APIs, but the PyCObject_AsVoidPtr() was
modified to handle capsules, preserving compile-time compatibility
with the CObject interface.  Use of
PyCObject_AsVoidPtr() will signal a
PendingDeprecationWarning, which is silent by default.
Implemented in Python 3.1 and backported to 2.7 by Larry Hastings;
discussed in bpo-5630.",build-and-c-api-changes - capsules,"void *vtable;

if (!PyCapsule_IsValid(capsule, ""mymodule.CAPI"") {
        PyErr_SetString(PyExc_ValueError, ""argument type invalid"");
        return NULL;
}

vtable = PyCapsule_GetPointer(capsule, ""mymodule.CAPI"");
",2.7
"Porting to Python 2.7

This section lists previously described changes and other bugfixes
that may require changes to your code:

The range() function processes its arguments more
consistently; it will now call __int__() on non-float,
non-integer arguments that are supplied to it.  (Fixed by Alexander
Belopolsky; bpo-1533.)
The string format() method changed the default precision used
for floating-point and complex numbers from 6 decimal
places to 12, which matches the precision used by str().
(Changed by Eric Smith; bpo-5920.)
Because of an optimization for the with statement, the special
methods __enter__() and __exit__() must belong to the object’s
type, and cannot be directly attached to the object’s instance.  This
affects new-style classes (derived from object) and C extension
types.  (bpo-6101.)
Due to a bug in Python 2.6, the exc_value parameter to
__exit__() methods was often the string representation of the
exception, not an instance.  This was fixed in 2.7, so exc_value
will be an instance as expected.  (Fixed by Florent Xicluna;
bpo-7853.)
When a restricted set of attributes were set using __slots__,
deleting an unset attribute would not raise AttributeError
as you would expect.  Fixed by Benjamin Peterson; bpo-7604.)

In the standard library:

Operations with datetime instances that resulted in a year
falling outside the supported range didn’t always raise
OverflowError.  Such errors are now checked more carefully
and will now raise the exception. (Reported by Mark Leander, patch
by Anand B. Pillai and Alexander Belopolsky; bpo-7150.)
When using Decimal instances with a string’s
format() method, the default alignment was previously
left-alignment.  This has been changed to right-alignment, which might
change the output of your programs.
(Changed by Mark Dickinson; bpo-6857.)
Comparisons involving a signaling NaN value (or sNAN) now signal
InvalidOperation instead of silently returning a true or
false value depending on the comparison operator.  Quiet NaN values
(or NaN) are now hashable.  (Fixed by Mark Dickinson;
bpo-7279.)

The ElementTree library, xml.etree, no longer escapes
ampersands and angle brackets when outputting an XML processing
instruction (which looks like <?xml-stylesheet href=”#style1”?>)
or comment (which looks like <!– comment –>).
(Patch by Neil Muller; bpo-2746.)
The readline() method of StringIO objects now does
nothing when a negative length is requested, as other file-like
objects do.  (bpo-7348).
The syslog module will now use the value of sys.argv[0] as the
identifier instead of the previous default value of 'python'.
(Changed by Sean Reifschneider; bpo-8451.)
The tarfile module’s default error handling has changed, to
no longer suppress fatal errors.  The default error level was previously 0,
which meant that errors would only result in a message being written to the
debug log, but because the debug log is not activated by default,
these errors go unnoticed.  The default error level is now 1,
which raises an exception if there’s an error.
(Changed by Lars Gustäbel; bpo-7357.)
The urlparse module’s urlsplit() now handles
unknown URL schemes in a fashion compliant with RFC 3986: if the
URL is of the form ""<something>://..."", the text before the
:// is treated as the scheme, even if it’s a made-up scheme that
the module doesn’t know about.  This change may break code that
worked around the old behaviour.  For example, Python 2.6.4 or 2.5
will return the following:
>>> import urlparse
>>> urlparse.urlsplit('invented://host/filename?query')
('invented', '', '//host/filename?query', '', '')


Python 2.7 (and Python 2.6.5) will return:
>>> import urlparse
>>> urlparse.urlsplit('invented://host/filename?query')
('invented', 'host', '/filename?query', '', '')


(Python 2.7 actually produces slightly different output, since it
returns a named tuple instead of a standard tuple.)


For C extensions:

C extensions that use integer format codes with the PyArg_Parse*
family of functions will now raise a TypeError exception
instead of triggering a DeprecationWarning (bpo-5080).
Use the new PyOS_string_to_double() function instead of the old
PyOS_ascii_strtod() and PyOS_ascii_atof() functions,
which are now deprecated.

For applications that embed Python:

The PySys_SetArgvEx() function was added, letting
applications close a security hole when the existing
PySys_SetArgv() function was used.  Check whether you’re
calling PySys_SetArgv() and carefully consider whether the
application should be using PySys_SetArgvEx() with
updatepath set to false.",porting-to-python-2-7,">>> import urlparse
>>> urlparse.urlsplit('invented://host/filename?query')
('invented', '', '//host/filename?query', '', '')
",2.7
,porting-to-python-2-7,">>> import urlparse
>>> urlparse.urlsplit('invented://host/filename?query')
('invented', 'host', '/filename?query', '', '')
",2.7
"PEP 476: Enabling certificate verification by default for stdlib http clients

PEP 476 updated httplib and modules which use it, such as
urllib2 and xmlrpclib, to now verify that the server
presents a certificate which is signed by a Certificate Authority in the
platform trust store and whose hostname matches the hostname being requested
by default, significantly improving security for many applications. This
change was made in the Python 2.7.9 release.
For applications which require the old previous behavior, they can pass an
alternate context:
import urllib2
import ssl

# This disables all verification
context = ssl._create_unverified_context()

# This allows using a specific certificate for the host, which doesn't need
# to be in the trust store
context = ssl.create_default_context(cafile=""/path/to/file.crt"")

urllib2.urlopen(""https://invalid-cert"", context=context)",new-features-added-to-python-2-7-maintenance-releases - pep-476-enabling-certificate-verification-by-default-for-stdlib-http-clients,"import urllib2
import ssl

# This disables all verification
context = ssl._create_unverified_context()

# This allows using a specific certificate for the host, which doesn't need
# to be in the trust store
context = ssl.create_default_context(cafile=""/path/to/file.crt"")

urllib2.urlopen(""https://invalid-cert"", context=context)
",2.7
"Print Is A Function

The print statement has been replaced with a print()
function, with keyword arguments to replace most of the special syntax
of the old print statement (PEP 3105).  Examples:
Old: print ""The answer is"", 2*2
New: print(""The answer is"", 2*2)

Old: print x,           # Trailing comma suppresses newline
New: print(x, end="" "")  # Appends a space instead of a newline

Old: print              # Prints a newline
New: print()            # You must call the function!

Old: print >>sys.stderr, ""fatal error""
New: print(""fatal error"", file=sys.stderr)

Old: print (x, y)       # prints repr((x, y))
New: print((x, y))      # Not the same as print(x, y)!


You can also customize the separator between items, e.g.:
print(""There are <"", 2**32, ""> possibilities!"", sep="""")


which produces:
There are <4294967296> possibilities!

Note:

The print() function doesn’t support the “softspace” feature of
the old print statement.  For example, in Python 2.x,
print ""A\n"", ""B"" would write ""A\nB\n""; but in Python 3.0,
print(""A\n"", ""B"") writes ""A\n B\n"".
Initially, you’ll be finding yourself typing the old print x
a lot in interactive mode.  Time to retrain your fingers to type
print(x) instead!
When using the 2to3 source-to-source conversion tool, all
print statements are automatically converted to
print() function calls, so this is mostly a non-issue for
larger projects.",common-stumbling-blocks - print-is-a-function,"Old: print ""The answer is"", 2*2
New: print(""The answer is"", 2*2)

Old: print x,           # Trailing comma suppresses newline
New: print(x, end="" "")  # Appends a space instead of a newline

Old: print              # Prints a newline
New: print()            # You must call the function!

Old: print >>sys.stderr, ""fatal error""
New: print(""fatal error"", file=sys.stderr)

Old: print (x, y)       # prints repr((x, y))
New: print((x, y))      # Not the same as print(x, y)!
",3.0
,common-stumbling-blocks - print-is-a-function,"print(""There are <"", 2**32, ""> possibilities!"", sep="""")
",3.0
"New Syntax


PEP 3107: Function argument and return value annotations.  This
provides a standardized way of annotating a function’s parameters
and return value.  There are no semantics attached to such
annotations except that they can be introspected at runtime using
the __annotations__ attribute.  The intent is to encourage
experimentation through metaclasses, decorators or frameworks.

PEP 3102: Keyword-only arguments.  Named parameters occurring
after *args in the parameter list must be specified using
keyword syntax in the call.  You can also use a bare * in the
parameter list to indicate that you don’t accept a variable-length
argument list, but you do have keyword-only arguments.

Keyword arguments are allowed after the list of base classes in a
class definition.  This is used by the new convention for specifying
a metaclass (see next section), but can be used for other purposes
as well, as long as the metaclass supports it.

PEP 3104: nonlocal statement.  Using nonlocal x
you can now assign directly to a variable in an outer (but
non-global) scope.  nonlocal is a new reserved word.

PEP 3132: Extended Iterable Unpacking.  You can now write things
like a, b, *rest = some_sequence.  And even *rest, a =
stuff.  The rest object is always a (possibly empty) list; the
right-hand side may be any iterable.  Example:
(a, *rest, b) = range(5)


This sets a to 0, b to 4, and rest to [1, 2, 3].

Dictionary comprehensions: {k: v for k, v in stuff} means the
same thing as dict(stuff) but is more flexible.  (This is
PEP 0274 vindicated. :-)

Set literals, e.g. {1, 2}.  Note that {} is an empty
dictionary; use set() for an empty set.  Set comprehensions are
also supported; e.g., {x for x in stuff} means the same thing as
set(stuff) but is more flexible.

New octal literals, e.g. 0o720 (already in 2.6).  The old octal
literals (0720) are gone.

New binary literals, e.g. 0b1010 (already in 2.6), and
there is a new corresponding builtin function, bin().

Bytes literals are introduced with a leading b or B, and
there is a new corresponding builtin function, bytes().",overview-of-syntax-changes - new-syntax,"(a, *rest, b) = range(5)
",3.0
"Changed Syntax


PEP 3109 and PEP 3134: new raise statement syntax:
raise [expr [from expr]].  See below.

as and with are now reserved words.  (Since
2.6, actually.)

True, False, and None are reserved
words.  (2.6 partially enforced the restrictions on None
already.)

Change from except exc, var to
except exc as var.  See PEP 3110.

PEP 3115: New Metaclass Syntax.  Instead of:
class C:
    __metaclass__ = M
    ...

you must now use:
class C(metaclass=M):
    ...


The module-global __metaclass__ variable is no longer
supported.  (It was a crutch to make it easier to default to
new-style classes without deriving every class from
object.)

List comprehensions no longer support the syntactic form
[... for var in item1, item2, ...].  Use
[... for var in (item1, item2, ...)] instead.
Also note that list comprehensions have different semantics: they
are closer to syntactic sugar for a generator expression inside a
list() constructor, and in particular the loop control
variables are no longer leaked into the surrounding scope.

The ellipsis (...) can be used as an atomic expression
anywhere.  (Previously it was only allowed in slices.)  Also, it
must now be spelled as ....  (Previously it could also be
spelled as . . ., by a mere accident of the grammar.)",overview-of-syntax-changes - changed-syntax,"class C(metaclass=M):
    ...
",3.0
"Changes To Exceptions

The APIs for raising and catching exception have been cleaned up and
new powerful features added:

PEP 0352: All exceptions must be derived (directly or indirectly)
from BaseException.  This is the root of the exception
hierarchy.  This is not new as a recommendation, but the
requirement to inherit from BaseException is new.  (Python
2.6 still allowed classic classes to be raised, and placed no
restriction on what you can catch.)  As a consequence, string
exceptions are finally truly and utterly dead.

Almost all exceptions should actually derive from Exception;
BaseException should only be used as a base class for
exceptions that should only be handled at the top level, such as
SystemExit or KeyboardInterrupt.  The recommended
idiom for handling all exceptions except for this latter category is
to use except Exception.

StandardError was removed (in 2.6 already).

Exceptions no longer behave as sequences.  Use the args
attribute instead.

PEP 3109: Raising exceptions.  You must now use raise
Exception(args) instead of raise Exception, args.
Additionally, you can no longer explicitly specify a traceback;
instead, if you have to do this, you can assign directly to the
__traceback__ attribute (see below).

PEP 3110: Catching exceptions.  You must now use
except SomeException as variable instead
of except SomeException, variable.  Moreover, the
variable is explicitly deleted when the except block
is left.

PEP 3134: Exception chaining.  There are two cases: implicit
chaining and explicit chaining.  Implicit chaining happens when an
exception is raised in an except or finally
handler block.  This usually happens due to a bug in the handler
block; we call this a secondary exception.  In this case, the
original exception (that was being handled) is saved as the
__context__ attribute of the secondary exception.
Explicit chaining is invoked with this syntax:
raise SecondaryException() from primary_exception


(where primary_exception is any expression that produces an
exception object, probably an exception that was previously caught).
In this case, the primary exception is stored on the
__cause__ attribute of the secondary exception.  The
traceback printed when an unhandled exception occurs walks the chain
of __cause__ and __context__ attributes and prints a
separate traceback for each component of the chain, with the primary
exception at the top.  (Java users may recognize this behavior.)

PEP 3134: Exception objects now store their traceback as the
__traceback__ attribute.  This means that an exception
object now contains all the information pertaining to an exception,
and there are fewer reasons to use sys.exc_info() (though the
latter is not removed).

A few exception messages are improved when Windows fails to load an
extension module.  For example, error code 193 is now %1 is
not a valid Win32 application.  Strings now deal with non-English
locales.",changes-to-exceptions,"raise SecondaryException() from primary_exception
",3.0
"PEP 372: Ordered Dictionaries

Regular Python dictionaries iterate over key/value pairs in arbitrary order.
Over the years, a number of authors have written alternative implementations
that remember the order that the keys were originally inserted.  Based on
the experiences from those implementations, a new
collections.OrderedDict class has been introduced.
The OrderedDict API is substantially the same as regular dictionaries
but will iterate over keys and values in a guaranteed order depending on
when a key was first inserted.  If a new entry overwrites an existing entry,
the original insertion position is left unchanged.  Deleting an entry and
reinserting it will move it to the end.
The standard library now supports use of ordered dictionaries in several
modules.  The configparser module uses them by default.  This lets
configuration files be read, modified, and then written back in their original
order.  The _asdict() method for collections.namedtuple() now
returns an ordered dictionary with the values appearing in the same order as
the underlying tuple indicies.  The json module is being built-out with
an object_pairs_hook to allow OrderedDicts to be built by the decoder.
Support was also added for third-party tools like PyYAML.

See also

PEP 372 - Ordered Dictionaries
PEP written by Armin Ronacher and Raymond Hettinger.  Implementation
written by Raymond Hettinger.


Since an ordered dictionary remembers its insertion order, it can be used
in conjuction with sorting to make a sorted dictionary:
>>> # regular unsorted dictionary
>>> d = {'banana': 3, 'apple':4, 'pear': 1, 'orange': 2}

>>> # dictionary sorted by key
>>> OrderedDict(sorted(d.items(), key=lambda t: t[0]))
OrderedDict([('apple', 4), ('banana', 3), ('orange', 2), ('pear', 1)])

>>> # dictionary sorted by value
>>> OrderedDict(sorted(d.items(), key=lambda t: t[1]))
OrderedDict([('pear', 1), ('orange', 2), ('banana', 3), ('apple', 4)])

>>> # dictionary sorted by length of the key string
>>> OrderedDict(sorted(d.items(), key=lambda t: len(t[0])))
OrderedDict([('pear', 1), ('apple', 4), ('orange', 2), ('banana', 3)])


The new sorted dictionaries maintain their sort order when entries
are deleted.  But when new keys are added, the keys are appended
to the end and the sort is not maintained.",pep-372-ordered-dictionaries,">>> # regular unsorted dictionary
>>> d = {'banana': 3, 'apple':4, 'pear': 1, 'orange': 2}

>>> # dictionary sorted by key
>>> OrderedDict(sorted(d.items(), key=lambda t: t[0]))
OrderedDict([('apple', 4), ('banana', 3), ('orange', 2), ('pear', 1)])

>>> # dictionary sorted by value
>>> OrderedDict(sorted(d.items(), key=lambda t: t[1]))
OrderedDict([('pear', 1), ('orange', 2), ('banana', 3), ('apple', 4)])

>>> # dictionary sorted by length of the key string
>>> OrderedDict(sorted(d.items(), key=lambda t: len(t[0])))
OrderedDict([('pear', 1), ('apple', 4), ('orange', 2), ('banana', 3)])
",3.1
"PEP 378: Format Specifier for Thousands Separator

The builtin format() function and the str.format() method use
a mini-language that now includes a simple, non-locale aware way to format
a number with a thousands separator.  That provides a way to humanize a
program’s output, improving its professional appearance and readability:
>>> format(1234567, ',d')
'1,234,567'
>>> format(1234567.89, ',.2f')
'1,234,567.89'
>>> format(12345.6 + 8901234.12j, ',f')
'12,345.600000+8,901,234.120000j'
>>> format(Decimal('1234567.89'), ',f')
'1,234,567.89'


The supported types are int, float, complex
and decimal.Decimal.
Discussions are underway about how to specify alternative separators
like dots, spaces, apostrophes, or underscores.  Locale-aware applications
should use the existing n format specifier which already has some support
for thousands separators.

See also

PEP 378 - Format Specifier for Thousands Separator
PEP written by Raymond Hettinger and implemented by Eric Smith and
Mark Dickinson.",pep-378-format-specifier-for-thousands-separator,">>> format(1234567, ',d')
'1,234,567'
>>> format(1234567.89, ',.2f')
'1,234,567.89'
>>> format(12345.6 + 8901234.12j, ',f')
'12,345.600000+8,901,234.120000j'
>>> format(Decimal('1234567.89'), ',f')
'1,234,567.89'
",3.1
"Other Language Changes

Some smaller changes made to the core Python language are:

Directories and zip archives containing a __main__.py
file can now be executed directly by passing their name to the
interpreter. The directory/zipfile is automatically inserted as the
first entry in sys.path.  (Suggestion and initial patch by Andy Chu;
revised patch by Phillip J. Eby and Nick Coghlan; issue 1739468.)

The int() type gained a bit_length method that returns the
number of bits necessary to represent its argument in binary:
>>> n = 37
>>> bin(37)
'0b100101'
>>> n.bit_length()
6
>>> n = 2**123-1
>>> n.bit_length()
123
>>> (n+1).bit_length()
124


(Contributed by Fredrik Johansson, Victor Stinner, Raymond Hettinger,
and Mark Dickinson; issue 3439.)

The fields in format() strings can now be automatically
numbered:
>>> 'Sir {} of {}'.format('Gallahad', 'Camelot')
'Sir Gallahad of Camelot'


Formerly, the string would have required numbered fields such as:
'Sir {0} of {1}'.
(Contributed by Eric Smith; issue 5237.)

The string.maketrans() function is deprecated and is replaced by new
static methods, bytes.maketrans() and bytearray.maketrans().
This change solves the confusion around which types were supported by the
string module. Now, str, bytes, and
bytearray each have their own maketrans and translate
methods with intermediate translation tables of the appropriate type.
(Contributed by Georg Brandl; issue 5675.)

The syntax of the with statement now allows multiple context
managers in a single statement:
>>> with open('mylog.txt') as infile, open('a.out', 'w') as outfile:
...     for line in infile:
...         if '<critical>' in line:
...             outfile.write(line)


With the new syntax, the contextlib.nested() function is no longer
needed and is now deprecated.
(Contributed by Georg Brandl and Mattias Brändström;
appspot issue 53094.)

round(x, n) now returns an integer if x is an integer.
Previously it returned a float:
>>> round(1123, -2)
1100


(Contributed by Mark Dickinson; issue 4707.)

Python now uses David Gay’s algorithm for finding the shortest floating
point representation that doesn’t change its value.  This should help
mitigate some of the confusion surrounding binary floating point
numbers.
The significance is easily seen with a number like 1.1 which does not
have an exact equivalent in binary floating point.  Since there is no exact
equivalent, an expression like float('1.1') evaluates to the nearest
representable value which is 0x1.199999999999ap+0 in hex or
1.100000000000000088817841970012523233890533447265625 in decimal. That
nearest value was and still is used in subsequent floating point
calculations.
What is new is how the number gets displayed.  Formerly, Python used a
simple approach.  The value of repr(1.1) was computed as format(1.1,
'.17g') which evaluated to '1.1000000000000001'. The advantage of
using 17 digits was that it relied on IEEE-754 guarantees to assure that
eval(repr(1.1)) would round-trip exactly to its original value.  The
disadvantage is that many people found the output to be confusing (mistaking
intrinsic limitations of binary floating point representation as being a
problem with Python itself).
The new algorithm for repr(1.1) is smarter and returns '1.1'.
Effectively, it searches all equivalent string representations (ones that
get stored with the same underlying float value) and returns the shortest
representation.
The new algorithm tends to emit cleaner representations when possible, but
it does not change the underlying values.  So, it is still the case that
1.1 + 2.2 != 3.3 even though the representations may suggest otherwise.
The new algorithm depends on certain features in the underlying floating
point implementation.  If the required features are not found, the old
algorithm will continue to be used.  Also, the text pickle protocols
assure cross-platform portability by using the old algorithm.
(Contributed by Eric Smith and Mark Dickinson; issue 1580)",other-language-changes,">>> n = 37
>>> bin(37)
'0b100101'
>>> n.bit_length()
6
>>> n = 2**123-1
>>> n.bit_length()
123
>>> (n+1).bit_length()
124
",3.1
,other-language-changes,">>> 'Sir {} of {}'.format('Gallahad', 'Camelot')
'Sir Gallahad of Camelot'
",3.1
,other-language-changes,">>> with open('mylog.txt') as infile, open('a.out', 'w') as outfile:
...     for line in infile:
...         if '<critical>' in line:
...             outfile.write(line)
",3.1
,other-language-changes,">>> round(1123, -2)
1100
",3.1
